ID_Alumno,Memoria,Matematicas,Gramatica,Ingles,Geografia,Arte,Ciencia,Logica,Puntuacion_Promedio,Rango
ALU1644,55,67,57,56,47,60,71,58,58.88,2
ALU1645,27,24,18,16,1,10,15,31,17.75,1
ALU1646,71,73,63,69,68,84,57,88,71.62,3
ALU1647,23,35,0,13,10,20,40,11,19.0,1
ALU1648,86,87,91,97,83,31,87,81,80.38,4
ALU1649,69,50,68,80,78,68,81,69,70.38,3
ALU1650,48,73,81,48,69,73,79,100,71.38,3
ALU1651,11,20,0,6,0,0,0,4,5.12,1
ALU1652,33,27,33,22,30,24,26,49,30.5,1
ALU1653,34,30,38,38,28,22,36,66,36.5,1
ALU1654,35,28,50,39,49,61,35,41,42.25,2
ALU1655,8,0,15,33,14,21,11,0,12.75,1
ALU1656,100,66,91,76,93,94,100,100,90.0,5
ALU1657,40,31,62,51,74,37,56,47,49.75,2
ALU1658,39,42,38,13,20,22,61,22,32.12,1
ALU1659,34,3,25,39,36,53,40,65,36.88,1
ALU1660,41,35,29,17,33,55,54,27,36.38,1
ALU1661,55,47,33,64,75,37,64,79,56.75,2
ALU1662,43,47,60,50,68,72,44,48,54.0,2
ALU1663,93,59,82,90,100,74,75,61,79.25,4
ALU1664,63,55,59,63,55,55,50,62,57.75,2
ALU1665,98,75,99,98,98,100,100,62,91.25,5
ALU1666,82,98,69,58,77,75,76,80,76.88,4
ALU1667,13,14,22,13,31,26,29,0,18.5,1
ALU1668,93,87,83,87,75,80,85,84,84.25,4
ALU1669,37,15,8,9,2,18,18,25,16.5,1
ALU1670,74,82,89,74,74,99,92,84,83.5,4
ALU1671,35,39,69,68,58,36,40,42,48.38,2
ALU1672,78,77,97,85,78,79,76,98,83.5,4
ALU1673,78,88,82,90,79,99,100,83,87.38,4
ALU1674,50,84,92,41,80,58,70,74,68.62,3
ALU1675,80,64,96,89,85,77,84,80,81.88,4
ALU1676,23,38,15,83,44,21,14,23,32.62,1
ALU1677,0,30,26,36,1,8,27,24,19.0,1
ALU1678,48,51,50,33,40,27,72,42,45.38,2
ALU1679,9,34,34,61,22,0,20,30,26.25,1
ALU1680,64,70,77,68,70,34,55,65,62.88,3
ALU1681,50,22,33,41,44,29,45,43,38.38,1
ALU1682,78,80,100,87,100,96,93,100,91.75,5
ALU1683,47,67,66,57,62,74,88,34,61.88,3
ALU1684,81,93,73,38,90,58,71,58,70.25,3
ALU1685,28,58,22,31,26,19,0,9,24.12,1
ALU1686,66,97,94,77,91,90,86,80,85.12,4
ALU1687,92,70,89,84,82,93,95,100,88.12,4
ALU1688,54,37,53,53,55,52,39,55,49.75,2
ALU1689,38,93,60,52,71,27,71,66,59.75,2
ALU1690,81,70,65,78,68,72,74,95,75.38,4
ALU1691,29,21,10,42,22,19,17,40,25.0,1
ALU1692,47,35,33,57,65,58,56,36,48.38,2
ALU1693,53,64,59,38,44,61,37,58,51.75,2
ALU1694,29,25,15,15,17,14,9,19,17.88,1
ALU1695,39,26,0,41,52,32,18,30,29.75,1
ALU1696,6,0,15,0,6,13,3,7,6.25,1
ALU1697,0,11,11,11,0,7,37,0,9.62,1
ALU1698,16,17,0,29,9,23,17,19,16.25,1
ALU1699,97,100,81,93,100,99,79,90,92.38,5
ALU1700,51,62,43,46,59,51,69,71,56.5,2
ALU1701,69,87,83,86,92,99,91,100,88.38,4
ALU1702,56,35,58,55,54,40,47,38,47.88,2
ALU1703,34,30,31,13,34,11,36,14,25.38,1
ALU1704,46,42,45,35,48,33,68,59,47.0,2
ALU1705,53,42,58,15,52,9,28,57,39.25,1
ALU1706,29,14,20,15,10,39,32,19,22.25,1
ALU1707,34,49,41,78,67,81,71,41,57.75,2
ALU1708,28,33,17,48,16,39,25,13,27.38,1
ALU1709,46,55,64,88,50,57,50,62,59.0,2
ALU1710,68,50,52,51,54,78,60,54,58.38,2
ALU1711,19,13,43,23,18,32,19,4,21.38,1
ALU1712,16,14,11,3,4,0,32,40,15.0,1
ALU1713,70,76,66,100,69,63,92,61,74.62,3
ALU1714,27,52,32,69,44,54,41,63,47.75,2
ALU1715,5,23,21,13,9,2,34,16,15.38,1
ALU1716,98,100,86,83,79,83,100,100,91.12,5
ALU1717,20,14,14,0,0,22,15,26,13.88,1
ALU1718,55,51,53,41,71,55,64,57,55.88,2
ALU1719,100,89,94,60,94,100,86,89,89.0,4
ALU1720,20,11,18,0,12,50,33,33,22.12,1
ALU1721,21,43,14,51,22,14,22,0,23.38,1
ALU1722,10,45,6,0,20,34,11,39,20.62,1
ALU1723,34,42,44,13,29,35,45,33,34.38,1
ALU1724,23,26,8,0,33,7,16,0,14.12,1
ALU1725,55,71,65,100,79,96,72,82,77.5,4
ALU1726,3,16,9,9,6,16,23,11,11.62,1
ALU1727,52,26,70,68,47,37,60,40,50.0,2
ALU1728,100,93,100,97,80,100,75,100,93.12,5
ALU1729,69,65,87,42,90,100,87,45,73.12,3
ALU1730,80,64,41,87,62,60,60,66,65.0,3
ALU1731,52,31,24,39,40,35,27,50,37.25,1
ALU1732,60,90,75,58,39,56,61,49,61.0,3
ALU1733,49,66,38,84,60,57,48,34,54.5,2
ALU1734,36,47,44,37,38,28,44,49,40.38,2
ALU1735,16,12,3,14,22,4,16,7,11.75,1
ALU1736,70,100,73,78,90,79,93,100,85.38,4
ALU1737,44,45,65,64,45,47,27,38,46.88,2
ALU1738,37,27,31,37,15,39,24,19,28.62,1
ALU1739,31,38,49,43,42,35,37,45,40.0,2
ALU1740,39,36,51,23,33,54,69,16,40.12,2
ALU1741,62,80,77,72,89,72,55,80,73.38,3
ALU1742,74,41,62,52,63,79,82,86,67.38,3
ALU1743,76,51,69,95,74,92,79,73,76.12,4
ALU1744,6,11,3,0,0,4,15,0,4.88,1
ALU1745,40,65,63,71,44,47,37,36,50.38,2
ALU1746,45,53,32,71,38,39,52,21,43.88,2
ALU1747,11,0,0,0,0,15,8,2,4.5,1
ALU1748,28,6,17,20,51,0,70,43,29.38,1
ALU1749,76,85,86,60,81,49,69,64,71.25,3
ALU1750,19,8,39,25,21,25,7,27,21.38,1
ALU1751,64,62,56,78,58,28,77,32,56.88,2
ALU1752,31,30,29,45,27,17,28,50,32.12,1
ALU1753,8,13,7,0,5,27,12,21,11.62,1
ALU1754,41,27,31,49,34,39,40,19,35.0,1
ALU1755,97,98,100,100,84,100,93,74,93.25,5
ALU1756,90,75,82,73,93,78,72,70,79.12,4
ALU1757,97,81,97,91,92,90,92,95,91.88,5
ALU1758,30,34,58,76,56,49,38,64,50.62,2
ALU1759,27,0,0,33,30,1,0,0,11.38,1
ALU1760,55,51,54,76,59,51,44,71,57.62,2
ALU1761,45,68,49,92,37,26,17,49,47.88,2
ALU1762,83,91,85,90,93,98,76,64,85.0,4
ALU1763,10,17,11,19,30,24,7,0,14.75,1
ALU1764,51,37,50,73,29,31,56,50,47.12,2
ALU1765,12,33,9,54,17,8,20,21,21.75,1
ALU1766,46,32,12,23,37,40,32,25,30.88,1
ALU1767,70,94,83,67,68,75,85,84,78.25,4
ALU1768,44,33,34,29,35,32,42,76,40.62,2
ALU1769,29,27,36,44,29,39,25,33,32.75,1
ALU1770,43,27,31,56,22,49,10,30,33.5,1
ALU1771,48,24,65,29,55,55,46,70,49.0,2
ALU1772,79,61,74,96,89,100,75,72,80.75,4
ALU1773,75,86,81,77,98,89,100,94,87.5,4
ALU1774,74,80,99,81,90,72,80,82,82.25,4
ALU1775,82,17,100,96,78,59,84,91,75.88,4
ALU1776,48,49,38,22,44,52,3,15,33.88,1
ALU1777,56,41,62,41,64,91,51,68,59.25,2
ALU1778,60,53,52,57,34,43,48,48,49.38,2
ALU1779,30,28,9,25,22,33,36,25,26.0,1
ALU1780,80,100,81,100,82,82,60,71,82.0,4
ALU1781,4,23,32,23,1,3,0,33,14.88,1
ALU1782,72,78,88,54,90,63,86,97,78.5,4
ALU1783,56,36,47,70,32,53,45,34,46.62,2
ALU1784,54,84,62,96,59,89,68,35,68.38,3
ALU1785,56,42,59,82,68,66,75,85,66.62,3
ALU1786,95,88,89,100,86,81,70,72,85.12,4
ALU1787,43,60,71,57,54,55,67,63,58.75,2
ALU1788,45,55,56,51,67,67,51,61,56.62,2
ALU1789,10,16,0,14,13,28,15,15,13.88,1
ALU1790,54,54,57,68,30,59,46,28,49.5,2
ALU1791,23,25,44,34,23,0,31,13,24.12,1
ALU1792,68,73,66,63,67,97,78,71,72.88,3
ALU1793,76,57,33,41,45,63,39,50,50.5,2
ALU1794,63,67,74,39,57,63,46,76,60.62,3
ALU1795,6,0,29,20,0,0,23,11,11.12,1
ALU1796,4,12,18,5,14,5,4,18,10.0,1
ALU1797,70,58,90,64,74,82,62,61,70.12,3
ALU1798,17,0,21,42,13,0,20,35,18.5,1
ALU1799,23,6,19,22,20,19,0,7,14.5,1
ALU1800,0,4,0,11,11,10,8,10,6.75,1
ALU1801,88,91,94,100,71,95,91,92,90.25,5
ALU1802,75,85,71,96,62,53,70,77,73.62,3
ALU1803,42,29,36,7,48,11,51,53,34.62,1
ALU1804,31,34,28,21,18,65,37,19,31.62,1
ALU1805,41,38,39,32,9,38,48,48,36.62,1
ALU1806,66,65,59,57,93,100,71,85,74.5,3
ALU1807,80,65,74,59,67,78,55,66,68.0,3
ALU1808,31,36,11,0,14,23,34,24,21.62,1
ALU1809,7,23,17,37,12,24,13,4,17.12,1
ALU1810,3,17,17,4,20,30,15,9,14.38,1
ALU1811,53,53,53,68,69,82,69,37,60.5,3
ALU1812,80,100,50,74,77,80,64,69,74.25,3
ALU1813,16,19,24,38,26,45,19,27,26.75,1
ALU1814,3,0,0,0,0,23,3,0,3.62,1
ALU1815,16,25,20,20,12,17,21,16,18.38,1
ALU1816,91,90,78,87,100,83,96,100,90.62,5
ALU1817,34,27,49,38,26,39,15,34,32.75,1
ALU1818,63,66,74,52,80,63,97,74,71.12,3
ALU1819,67,89,61,68,57,55,65,53,64.38,3
ALU1820,33,44,15,62,47,45,34,44,40.5,2
ALU1821,20,31,25,26,13,22,21,9,20.88,1
ALU1822,18,18,14,3,16,35,13,0,14.62,1
ALU1823,61,64,44,48,64,50,55,82,58.5,2
ALU1824,74,95,75,85,67,42,88,88,76.75,4
ALU1825,55,59,58,73,66,82,91,47,66.38,3
ALU1826,49,30,50,59,52,53,46,32,46.38,2
ALU1827,8,21,9,8,8,10,3,10,9.62,1
ALU1828,78,99,86,95,85,80,91,93,88.38,4
ALU1829,72,78,79,75,86,48,60,88,73.25,3
ALU1830,35,38,30,24,21,19,37,26,28.75,1
ALU1831,80,87,98,100,95,100,95,100,94.38,5
ALU1832,70,59,52,64,50,56,60,56,58.38,2
ALU1833,70,55,44,80,56,52,35,74,58.25,2
ALU1834,59,63,63,92,78,46,45,69,64.38,3
ALU1835,91,95,95,83,75,100,73,65,84.62,4
ALU1836,62,42,75,74,33,63,72,58,59.88,2
ALU1837,20,51,31,0,3,51,0,25,22.62,1
ALU1838,30,48,50,34,13,40,46,40,37.62,1
ALU1839,97,61,82,94,89,100,84,89,87.0,4
ALU1840,29,21,28,0,25,14,15,10,17.75,1
ALU1841,30,35,39,46,34,15,39,37,34.38,1
ALU1842,32,49,51,26,37,41,28,34,37.25,1
ALU1843,29,29,41,29,46,52,14,35,34.38,1
ALU1844,62,60,61,50,45,70,74,74,62.0,3
ALU1845,95,88,90,89,99,95,89,79,90.5,5
ALU1846,33,15,33,2,27,61,18,15,25.5,1
ALU1847,14,2,23,31,6,21,9,20,15.75,1
ALU1848,11,36,23,25,18,18,13,9,19.12,1
ALU1849,78,59,86,100,83,81,80,77,80.5,4
ALU1850,74,70,65,68,49,51,61,90,66.0,3
ALU1851,25,42,50,41,37,35,38,28,37.0,1
ALU1852,79,75,57,63,88,94,70,87,76.62,4
ALU1853,71,83,70,61,83,100,69,100,79.62,4
ALU1854,84,98,89,92,90,76,74,83,85.75,4
ALU1855,83,77,90,68,100,86,100,95,87.38,4
ALU1856,38,18,30,39,8,18,29,32,26.5,1
ALU1857,80,65,80,100,73,87,77,68,78.75,4
ALU1858,41,63,49,63,33,27,43,48,45.88,2
ALU1859,79,100,74,91,96,69,100,78,85.88,4
ALU1860,65,49,78,75,73,8,80,57,60.62,3
ALU1861,60,89,75,67,67,57,62,86,70.38,3
ALU1862,55,76,58,61,61,55,65,38,58.62,2
ALU1863,22,44,29,10,34,13,16,21,23.62,1
ALU1864,57,59,61,30,58,34,58,50,50.88,2
ALU1865,95,92,96,94,99,76,100,79,91.38,5
ALU1866,86,100,100,100,100,100,74,98,94.75,5
ALU1867,18,19,24,0,18,0,13,0,11.5,1
ALU1868,20,53,31,45,31,0,10,14,25.5,1
ALU1869,23,31,47,38,15,1,33,27,26.88,1
ALU1870,52,72,68,77,47,54,81,43,61.75,3
ALU1871,39,60,73,85,79,77,54,93,70.0,3
ALU1872,27,15,34,20,17,29,10,23,21.88,1
ALU1873,36,28,47,51,58,30,34,46,41.25,2
ALU1874,78,77,80,72,62,85,79,61,74.25,3
ALU1875,67,84,59,71,79,91,74,72,74.62,3
ALU1876,69,53,61,56,55,69,63,54,60.0,3
ALU1877,62,73,40,91,61,66,55,65,64.12,3
ALU1878,52,55,49,60,56,56,47,44,52.38,2
ALU1879,40,25,31,28,31,27,35,18,29.38,1
ALU1880,59,57,50,54,52,77,93,60,62.75,3
ALU1881,62,74,45,54,78,73,48,58,61.5,3
ALU1882,94,85,62,73,89,71,61,90,78.12,4
ALU1883,51,64,53,78,69,60,55,47,59.62,2
ALU1884,76,61,79,64,72,63,64,84,70.38,3
ALU1885,3,12,22,8,20,17,10,40,16.5,1
ALU1886,48,80,46,35,46,64,46,44,51.12,2
ALU1887,7,24,0,0,0,3,0,24,7.25,1
ALU1888,43,5,31,47,13,15,20,37,26.38,1
ALU1889,54,34,48,72,69,85,66,75,62.88,3
ALU1890,88,95,65,89,75,100,91,94,87.12,4
ALU1891,22,27,11,14,12,2,12,6,13.25,1
ALU1892,44,33,34,45,32,63,39,57,43.38,2
ALU1893,78,92,89,63,76,91,67,90,80.75,4
ALU1894,13,24,25,0,25,15,20,8,16.25,1
ALU1895,49,52,74,79,36,73,54,56,59.12,2
ALU1896,83,82,64,88,74,52,82,59,73.0,3
ALU1897,59,52,66,67,55,53,42,67,57.62,2
ALU1898,25,17,18,38,0,5,22,32,19.62,1
ALU1899,35,47,53,71,32,22,38,15,39.12,1
ALU1900,63,75,73,65,79,88,77,74,74.25,3
ALU1901,64,83,65,34,50,54,57,60,58.38,2
ALU1902,10,15,0,17,0,0,0,6,6.0,1
ALU1903,96,82,68,47,75,64,75,98,75.62,4
ALU1904,0,7,7,8,3,0,9,0,4.25,1
ALU1905,80,85,87,66,69,75,78,91,78.88,4
ALU1906,10,18,0,35,9,57,21,10,20.0,1
ALU1907,92,95,87,82,86,94,84,61,85.12,4
ALU1908,47,24,33,59,56,42,50,42,44.12,2
ALU1909,13,50,9,20,36,57,19,32,29.5,1
ALU1910,16,22,12,31,21,10,1,19,16.5,1
ALU1911,26,62,14,20,26,52,17,39,32.0,1
ALU1912,76,100,55,93,79,77,88,91,82.38,4
ALU1913,98,100,91,76,92,89,85,87,89.75,4
ALU1914,49,39,34,37,46,33,36,49,40.38,2
ALU1915,44,31,42,69,57,43,62,17,45.62,2
ALU1916,72,83,73,72,65,67,55,68,69.38,3
ALU1917,85,87,74,100,84,90,64,100,85.5,4
ALU1918,58,66,79,57,56,52,68,62,62.25,3
ALU1919,29,66,39,31,47,41,30,40,40.38,2
ALU1920,53,29,57,45,46,17,28,37,39.0,1
ALU1921,70,53,47,78,66,79,66,72,66.38,3
ALU1922,9,1,0,0,15,22,2,1,6.25,1
ALU1923,52,73,68,70,65,64,50,69,63.88,3
ALU1924,32,45,34,20,29,48,43,29,35.0,1
ALU1925,74,63,63,55,76,63,67,97,69.75,3
ALU1926,0,24,0,23,11,36,3,21,14.75,1
ALU1927,41,39,66,82,48,60,35,83,56.75,2
ALU1928,42,35,56,52,46,24,18,42,39.38,1
ALU1929,68,61,65,38,74,81,65,79,66.38,3
ALU1930,4,2,4,0,21,21,0,0,6.5,1
ALU1931,47,70,43,49,66,85,55,67,60.25,3
ALU1932,47,59,54,59,63,80,78,53,61.62,3
ALU1933,50,81,39,54,57,75,61,57,59.25,2
ALU1934,55,55,50,68,53,66,59,69,59.38,2
ALU1935,87,64,81,83,71,76,70,76,76.0,4
ALU1936,87,95,55,83,60,61,100,89,78.75,4
ALU1937,39,27,37,45,22,25,6,34,29.38,1
ALU1938,90,100,97,74,90,100,77,86,89.25,4
ALU1939,39,57,59,100,44,23,67,46,54.38,2
ALU1940,0,0,16,21,18,16,15,2,11.0,1
ALU1941,0,27,4,22,6,9,24,12,13.0,1
ALU1942,48,48,27,66,40,47,27,5,38.5,1
ALU1943,70,89,48,77,60,78,60,81,70.38,3
ALU1944,56,40,69,57,81,86,91,80,70.0,3
ALU1945,71,66,71,99,64,76,76,84,75.88,4
ALU1946,49,42,43,76,37,63,61,42,51.62,2
ALU1947,47,32,44,47,56,50,55,15,43.25,2
ALU1948,20,44,19,49,18,13,33,27,27.88,1
ALU1949,26,34,26,33,31,28,38,23,29.88,1
ALU1950,50,43,63,60,59,63,48,26,51.5,2
ALU1951,6,21,21,40,20,22,18,26,21.75,1
ALU1952,23,33,35,26,20,39,17,5,24.75,1
ALU1953,65,8,57,67,57,77,71,56,57.25,2
ALU1954,64,61,77,89,81,63,64,96,74.38,3
ALU1955,89,73,84,88,85,90,100,85,86.75,4
ALU1956,94,94,96,74,100,83,98,74,89.12,4
ALU1957,54,58,60,86,58,78,36,69,62.38,3
ALU1958,39,43,30,48,34,44,52,47,42.12,2
ALU1959,67,31,61,53,73,65,65,39,56.75,2
ALU1960,96,71,72,77,83,59,91,76,78.12,4
ALU1961,21,32,43,24,0,28,36,32,27.0,1
ALU1962,46,63,47,13,40,54,43,61,45.88,2
ALU1963,85,91,99,93,69,88,84,76,85.62,4
ALU1964,28,19,53,46,47,41,24,46,38.0,1
ALU1965,57,75,56,86,73,72,54,64,67.12,3
ALU1966,57,68,52,53,63,57,77,72,62.38,3
ALU1967,24,19,0,46,14,42,21,20,23.25,1
ALU1968,38,7,27,36,46,48,48,55,38.12,1
ALU1969,38,49,43,37,34,16,34,24,34.38,1
ALU1970,4,0,3,12,6,5,5,18,6.62,1
ALU1971,7,12,11,44,2,12,14,0,12.75,1
ALU1972,67,80,55,57,80,69,44,54,63.25,3
ALU1973,26,52,35,38,28,45,34,38,37.0,1
ALU1974,65,49,64,52,27,21,24,93,49.38,2
ALU1975,35,31,10,31,32,43,30,36,31.0,1
ALU1976,89,100,94,100,88,100,79,86,92.0,5
ALU1977,47,18,44,48,31,0,14,45,30.88,1
ALU1978,30,55,63,53,23,45,61,37,45.88,2
ALU1979,72,80,77,100,88,77,96,58,81.0,4
ALU1980,97,65,90,76,81,100,76,93,84.75,4
ALU1981,22,21,38,20,26,9,50,43,28.62,1
ALU1982,74,87,82,59,60,89,89,79,77.38,4
ALU1983,34,66,61,81,33,61,44,50,53.75,2
ALU1984,52,70,48,45,29,42,25,39,43.75,2
ALU1985,22,12,21,11,18,36,15,14,18.62,1
ALU1986,1,0,4,23,8,6,4,15,7.62,1
ALU1987,69,65,68,90,69,90,64,71,73.25,3
ALU1988,46,31,54,37,35,88,54,50,49.38,2
ALU1989,46,41,35,65,32,58,36,0,39.12,1
ALU1990,59,65,67,65,45,79,86,72,67.25,3
ALU1991,86,84,83,99,60,66,67,55,75.0,4
ALU1992,28,0,43,9,12,47,7,25,21.38,1
ALU1993,56,48,35,73,53,73,67,74,59.88,2
ALU1994,15,6,40,17,16,10,16,25,18.12,1
ALU1995,71,90,69,52,80,95,82,56,74.38,3
ALU1996,56,47,75,38,57,65,66,52,57.0,2
ALU1997,86,94,100,77,95,100,74,90,89.5,4
ALU1998,8,9,29,29,18,5,14,23,16.88,1
ALU1999,26,25,1,0,21,0,0,24,12.12,1
ALU2000,39,39,27,36,35,17,32,35,32.5,1
ALU2001,37,30,27,32,29,22,21,15,26.62,1
ALU2002,30,18,22,0,16,34,24,43,23.38,1
ALU2003,75,58,100,72,89,82,87,86,81.12,4
ALU2004,27,31,26,13,23,15,36,21,24.0,1
ALU2005,39,37,10,30,43,15,22,22,27.25,1
ALU2006,60,49,65,99,74,92,39,52,66.25,3
ALU2007,51,26,26,64,43,43,33,60,43.25,2
ALU2008,98,78,72,68,89,45,76,73,74.88,3
ALU2009,21,15,18,0,6,10,25,1,12.0,1
ALU2010,63,34,41,20,48,42,52,57,44.62,2
ALU2011,10,0,3,1,28,11,19,19,11.38,1
ALU2012,20,0,7,0,13,2,12,0,6.75,1
ALU2013,79,100,88,85,97,100,89,100,92.25,5
ALU2014,25,0,23,17,32,15,14,48,21.75,1
ALU2015,59,61,62,44,47,49,65,54,55.12,2
ALU2016,44,41,69,33,51,37,61,45,47.62,2
ALU2017,49,55,37,23,32,43,24,69,41.5,2
ALU2018,80,74,94,76,100,91,88,70,84.12,4
ALU2019,5,7,0,32,21,1,0,0,8.25,1
ALU2020,65,39,60,74,72,65,84,72,66.38,3
ALU2021,81,62,88,100,100,87,93,100,88.88,4
ALU2022,57,64,43,73,48,68,55,55,57.88,2
ALU2023,72,62,82,100,100,69,75,77,79.62,4
ALU2024,20,6,8,35,0,4,6,27,13.25,1
ALU2025,43,57,36,53,46,39,41,42,44.62,2
ALU2026,23,39,59,32,21,49,15,28,33.25,1
ALU2027,62,60,76,60,79,88,72,83,72.5,3
ALU2028,90,69,100,78,100,99,83,100,89.88,4
ALU2029,34,35,45,43,32,13,33,31,33.25,1
ALU2030,69,84,56,61,67,64,52,70,65.38,3
ALU2031,15,12,23,0,21,51,24,37,22.88,1
ALU2032,47,43,50,18,56,53,53,52,46.5,2
ALU2033,53,38,44,85,43,48,50,39,50.0,2
ALU2034,85,100,80,74,100,95,94,87,89.38,4
ALU2035,60,78,54,47,67,47,60,46,57.38,2
ALU2036,37,17,40,58,32,24,27,21,32.0,1
ALU2037,18,0,19,0,15,3,21,46,15.25,1
ALU2038,27,53,21,28,47,14,22,6,27.25,1
ALU2039,12,22,24,58,28,31,32,29,29.5,1
ALU2040,8,31,37,65,42,30,27,26,33.25,1
ALU2041,75,71,78,73,75,89,79,96,79.5,4
ALU2042,73,62,72,55,60,87,43,57,63.62,3
ALU2043,72,66,29,44,45,91,44,71,57.75,2
ALU2044,33,19,23,15,9,16,9,13,17.12,1
ALU2045,80,100,88,100,90,96,93,85,91.5,5
ALU2046,52,65,61,44,61,79,55,80,62.12,3
ALU2047,0,7,6,22,0,27,0,13,9.38,1
ALU2048,62,72,74,65,75,84,67,76,71.88,3
ALU2049,51,60,64,78,49,45,44,57,56.0,2
ALU2050,25,15,0,36,9,42,7,0,16.75,1
ALU2051,54,26,53,38,28,69,40,56,45.5,2
ALU2052,50,53,43,46,35,63,41,65,49.5,2
ALU2053,11,14,33,35,22,30,10,18,21.62,1
ALU2054,80,81,68,100,87,96,78,87,84.62,4
ALU2055,84,81,100,36,90,84,77,85,79.62,4
ALU2056,72,50,54,81,56,77,47,92,66.12,3
ALU2057,50,29,63,76,44,50,53,42,50.88,2
ALU2058,31,2,41,46,42,47,31,50,36.25,1
ALU2059,70,89,53,80,61,63,69,61,68.25,3
ALU2060,58,62,57,77,60,52,46,62,59.25,2
ALU2061,0,8,22,14,0,39,23,0,13.25,1
ALU2062,43,41,32,65,56,54,51,76,52.25,2
ALU2063,84,34,85,77,88,73,64,82,73.38,3
ALU2064,43,35,46,45,38,50,76,42,46.88,2
ALU2065,25,20,16,0,13,0,4,6,10.5,1
ALU2066,80,89,75,78,79,91,69,79,80.0,4
ALU2067,18,32,16,57,29,25,17,51,30.62,1
ALU2068,28,30,14,12,28,25,33,49,27.38,1
ALU2069,20,39,27,30,34,15,2,16,22.88,1
ALU2070,27,29,42,40,55,12,36,36,34.62,1
ALU2071,63,89,81,99,79,100,52,75,79.75,4
ALU2072,58,45,56,81,54,56,50,24,53.0,2
ALU2073,31,10,34,6,23,52,36,20,26.5,1
ALU2074,90,68,100,73,70,82,77,86,80.75,4
ALU2075,99,68,61,74,69,93,94,71,78.62,4
ALU2076,77,93,55,74,71,96,63,100,78.62,4
ALU2077,43,15,47,19,29,35,19,10,27.12,1
ALU2078,36,30,29,51,43,40,30,31,36.25,1
ALU2079,83,100,80,78,100,69,100,100,88.75,4
ALU2080,56,79,71,61,49,100,69,78,70.38,3
ALU2081,2,21,0,0,7,0,0,1,3.88,1
ALU2082,5,18,6,19,15,50,7,24,18.0,1
ALU2083,52,35,35,45,55,39,46,50,44.62,2
ALU2084,89,87,84,82,88,100,82,100,89.0,4
ALU2085,41,55,56,38,57,64,39,28,47.25,2
ALU2086,45,36,45,20,51,61,65,42,45.62,2
ALU2087,10,0,9,43,18,7,27,37,18.88,1
ALU2088,46,53,67,58,63,60,68,70,60.62,3
ALU2089,69,100,91,100,100,75,82,77,86.75,4
ALU2090,31,33,58,53,45,43,41,33,42.12,2
ALU2091,89,93,72,100,76,73,69,79,81.38,4
ALU2092,93,84,100,100,84,85,85,75,88.25,4
ALU2093,29,36,33,26,19,11,42,3,24.88,1
ALU2094,37,65,37,41,67,41,59,59,50.75,2
ALU2095,42,45,15,13,5,38,14,42,26.75,1
ALU2096,89,82,69,96,76,65,70,89,79.5,4
ALU2097,36,77,74,61,56,40,62,50,57.0,2
ALU2098,55,67,56,73,67,64,66,55,62.88,3
ALU2099,81,100,54,91,79,44,83,76,76.0,4
ALU2100,47,16,37,47,55,40,22,26,36.25,1
ALU2101,80,92,63,78,88,88,91,96,84.5,4
ALU2102,49,57,40,71,52,61,66,48,55.5,2
ALU2103,13,5,12,15,28,24,1,18,14.5,1
ALU2104,68,76,69,69,82,48,88,65,70.62,3
ALU2105,88,54,88,89,83,73,80,83,79.75,4
ALU2106,25,23,41,32,43,43,34,37,34.75,1
ALU2107,92,52,67,49,79,88,70,100,74.62,3
ALU2108,78,100,82,100,87,74,78,81,85.0,4
ALU2109,21,26,30,52,44,36,25,55,36.12,1
ALU2110,100,100,90,60,98,100,76,68,86.5,4
ALU2111,26,29,14,0,15,3,13,24,15.5,1
ALU2112,31,29,2,59,23,0,12,0,19.5,1
ALU2113,8,12,7,25,31,48,29,7,20.88,1
ALU2114,80,69,80,85,96,90,48,71,77.38,4
ALU2115,72,71,26,56,55,57,60,49,55.75,2
ALU2116,19,17,26,0,22,11,7,10,14.0,1
ALU2117,33,24,28,41,44,46,44,75,41.88,2
ALU2118,64,37,68,77,59,75,88,48,64.5,3
ALU2119,5,0,19,12,25,0,32,0,11.62,1
ALU2120,100,100,77,95,82,78,78,91,87.62,4
ALU2121,92,100,89,100,71,100,75,80,88.38,4
ALU2122,56,53,59,40,42,62,40,81,54.12,2
ALU2123,100,94,88,97,90,100,90,91,93.75,5
ALU2124,43,37,37,60,35,48,51,10,40.12,2
ALU2125,100,79,100,76,84,98,77,87,87.62,4
ALU2126,79,85,67,68,56,58,83,58,69.25,3
ALU2127,64,90,74,95,53,53,73,44,68.25,3
ALU2128,17,6,0,13,12,32,30,12,15.25,1
ALU2129,67,83,85,100,88,76,88,82,83.62,4
ALU2130,42,36,24,40,23,47,32,42,35.75,1
ALU2131,27,13,19,51,12,21,31,0,21.75,1
ALU2132,15,23,14,0,5,39,2,14,14.0,1
ALU2133,60,35,76,56,66,52,35,78,57.25,2
ALU2134,47,59,41,25,50,69,53,56,50.0,2
ALU2135,49,80,63,57,68,80,55,85,67.12,3
ALU2136,80,82,83,72,84,83,77,87,81.0,4
ALU2137,9,25,0,7,0,0,20,0,7.62,1
ALU2138,67,73,82,49,77,70,69,74,70.12,3
ALU2139,28,40,21,20,28,35,21,14,25.88,1
ALU2140,100,59,83,90,90,63,96,66,80.88,4
